brand,model_family,variant,generation,year_from,year_to,years_label,market_region,segment,engine,displacement_cc,displacement_is_approx,power_value,power_unit,power_hp_normalized,power_is_approx,torque_nm,torque_is_approx,gearbox,drive,front_wheel_in,rear_wheel_in,front_tire,rear_tire,fuel_l,fuel_is_approx,weight_kg,weight_type,seat_mm,support_level,data_status,mototwin_comment,source_url
Yamaha,Tenere 700,Ténéré 700,Ténéré 700 / MY2026,2025,,2025/2026-н.в.,US,Middle adventure / off-road,689cc liquid-cooled DOHC inline twin-cylinder CP2,689,False,72,hp,72,True,68,True,6-speed,CHAIN,21,18,90/90R21,150/70R18,15.9,False,208.2,wet,874,MVP_CORE,official_current_us_partial,Ключевая adventure-модель Yamaha; 21/18 и CP2-платформа.,https://yamahamotorsports.com/models/tenere-700/specs
Yamaha,MT-07,MT-07,MT-07 / MY2026,2025,,2025/2026-н.в.,US,Naked / middleweight,689cc liquid-cooled DOHC inline twin-cylinder CP2,689,False,72,hp,72,True,67,True,6-speed,CHAIN,17,17,120/70ZR17,180/55ZR17,14.0,False,182.8,wet,805,COMMUNITY_SUPPORT,official_current_us_partial,Массовая CP2 naked-платформа; не смешивать с R7/Ténéré по геометрии и колесам.,https://yamahamotorsports.com/models/mt-07/specs
Yamaha,YZF-R7,YZF-R7,YZF-R7 / MY2026,2022,,2022-н.в. / MY2026,US,Sport / middleweight,689cc liquid-cooled DOHC inline twin-cylinder CP2,689,False,72,hp,72,True,67,True,6-speed,CHAIN,17,17,120/70ZR17,180/55ZR17,14.0,False,189.1,wet,831,COMMUNITY_SUPPORT,official_current_us_partial,"CP2 sport; важны отличия в тормозах, клипонах, пластике и посадке.",https://yamahamotorsports.com/models/yzf-r7/specs
Yamaha,MT-09,MT-09,MT-09 / MY2026,2024,,2024-н.в. / MY2026,US,Naked / sport roadster,890cc liquid-cooled DOHC inline 3-cylinder CP3,890,False,117,hp,117,True,93,True,6-speed,CHAIN,17,17,120/70ZR17,180/55ZR17,14.0,False,192.8,wet,826,COMMUNITY_SUPPORT,official_current_us_partial,"CP3 roadster; база для Tracer/XSR, но своя эргономика и подвеска.",https://yamahamotorsports.com/models/mt-09/specs
Yamaha,Tracer 9,Tracer 9,Tracer 9 / MY2026,2021,,2021-н.в. / MY2026,US,Sport touring / crossover,890cc liquid-cooled DOHC inline 3-cylinder CP3,890,False,117,hp,117,True,93,True,6-speed,CHAIN,17,17,120/70ZR17,180/55ZR17,18.9,False,219.1,wet,846/861,COMMUNITY_SUPPORT,official_current_us_partial,Sport-tourer на CP3; бак и масса отличаются от MT-09/XSR900.,https://yamahamotorsports.com/models/tracer-9/specs
Yamaha,XSR900,XSR900,XSR900 / MY2026,2022,,2022-н.в. / MY2026,US,Retro / sport heritage,890cc liquid-cooled DOHC inline 3-cylinder CP3,890,False,117,hp,117,True,93,True,6-speed,CHAIN,17,17,120/70ZR17,180/55ZR17,14.0,False,192.8,wet,810,EARLY_BETA,official_current_us_partial,"Retro CP3; отдельная посадка, подрамник и косметические детали.",https://yamahamotorsports.com/models/xsr900/specs
Yamaha,YZF-R1,YZF-R1,YZF-R1 / MY2026,2025,,2025/2026-н.в.,US,Sport / superbike,998cc liquid-cooled inline-four crossplane,998,False,198,hp,198,True,113,True,6-speed,CHAIN,17,17,120/70ZR17,190/55ZR17,17.0,False,203.2,wet,856,EARLY_BETA,official_current_us_partial,Флагманский спорт; важно для спорт/трек расходников.,https://yamahamotorsports.com/models/yzf-r1/specs
Yamaha,YZF-R3,YZF-R3,YZF-R3 / MY2026,2019,,2019-н.в. / MY2026,US,Sport / entry,321cc liquid-cooled DOHC inline twin-cylinder,321,False,42,hp,42,True,29.5,True,6-speed,CHAIN,17,17,110/70-17,140/70-17,14.0,False,169.2,wet,780,EARLY_BETA,official_current_us_partial,Входной спорт; полезна для массового сегмента и молодых пользователей.,https://yamahamotorsports.com/models/yzf-r3/specs
Kawasaki,Versys 650,Versys 650 LT ABS,Versys 650 / MY2026,2022,,2022-н.в. / MY2026,US,Middle adventure touring / road-biased,Liquid-cooled 4-stroke parallel twin,649,False,66,hp,66,True,61,True,6-speed,CHAIN,17,17,120/70-17,160/60-17,20.8,False,219,curb,846,COMMUNITY_SUPPORT,official_current_us_partial,"Дорожный adventure-tourer; 17/17, не смешивать с KLR/KLX.",https://www.kawasaki.com/en-us/motorcycle/versys/adventure-touring/versys-650
Kawasaki,Versys 1100,Versys 1100 SE LT,Versys 1100 / MY2026,2025,,2025/2026-н.в.,US,Sport touring / adventure touring,Liquid-cooled 4-stroke inline-four,1099,False,133,hp,133,False,112,True,6-speed,CHAIN,17,17,120/70 ZR17,180/55 ZR17,20.8,False,259,curb,841,EARLY_BETA,official_current_us_partial,"Новый крупный Versys; цепь и 17/17, ближе к sport-tourer, чем к эндуро.",https://www.kawasaki.com/en-us/motorcycle/versys/adventure-touring/versys-1100-se-lt
Kawasaki,Ninja 650,Ninja 650 ABS,Ninja 650 / MY2026,2020,,2020-н.в. / MY2026,US,Sport / middleweight,Liquid-cooled 4-stroke parallel twin,649,False,68,hp,68,True,64,True,6-speed,CHAIN,17,17,120/70-17,160/60-17,15.1,False,193.0,curb,790,COMMUNITY_SUPPORT,official_current_us_partial,"Массовая Kawasaki 650; база для многих расходников, но спорт-геометрия.",https://www.kawasaki.com/en-us/motorcycle/ninja/sport/ninja-650
Kawasaki,Z650,Z650 ABS,Z650 / current,2020,,2020-н.в.,US,Naked / middleweight,Liquid-cooled 4-stroke parallel twin,649,False,68,hp,68,True,64,True,6-speed,CHAIN,17,17,120/70-17,160/60-17,15.0,True,188,curb,790,EARLY_BETA,needs_manual_verification,Naked-версия 650-платформы; не объединять с Ninja 650 из-за кузовных деталей.,https://www.kawasaki.com/en-us/motorcycle/z/supernaked/z650
Kawasaki,Z900,Z900 SE ABS,Z900 / MY2026,2025,,2025/2026-н.в.,US,Naked / sport roadster,Liquid-cooled 4-stroke inline-four,948,False,123,hp,123,True,98.6,True,6-speed,CHAIN,17,17,120/70-17,180/55-17,17.0,False,213.0,curb,810,COMMUNITY_SUPPORT,official_current_us_partial,"Сильная naked-модель Kawasaki; 17/17, тормоза и подвеска отличаются от 650.",https://www.kawasaki.com/en-us/motorcycle/z/supernaked/z900
Kawasaki,Ninja ZX-10R,Ninja ZX-10R,Ninja ZX-10R / MY2026,2021,,2021-н.в. / MY2026,EU,Sport / superbike,Liquid-cooled 4-stroke inline-four,998,False,203,PS,200,True,114.9,True,6-speed,CHAIN,17,17,120/70 ZR17,190/55 ZR17,17.0,False,209,curb,825,EARLY_BETA,official_current_eu_partial,"Спорт/трек-сегмент; отдельные тормоза, цепь, шины, трековые расходники.",https://www.kawasaki.eu/en/Motorcycles/Supersport_Sport/Ninja_ZX-10R_2026.html
Kawasaki,KLR650,KLR650 ABS,KLR650 / MY2026,2022,,2022-н.в. / MY2026,US,Dual sport / adventure single,Liquid-cooled 4-stroke single-cylinder,652,False,40,hp,40,True,53,True,5-speed,CHAIN,21,17,90/90-21,130/80-17,23.1,False,209,curb,871,COMMUNITY_SUPPORT,official_current_us_partial,Одноцилиндровая adventure/dual-sport платформа; важно отличать от Versys.,https://www.kawasaki.com/en-us/motorcycle/klr/dual-sport/klr650
Kawasaki,KLX300,KLX300,KLX300 / MY2026,2021,,2021-н.в. / MY2026,US,Dual sport / light enduro,Liquid-cooled 4-stroke single-cylinder,292,False,23.4,hp,23.4,True,21,True,6-speed,CHAIN,21,18,3.00-21,4.60-18,7.6,False,137,curb,894,EARLY_BETA,official_current_us_partial,Легкий dual-sport; 21/18 и эндуро-расходники.,https://www.kawasaki.com/en-us/motorcycle/klx/dual-sport/klx300/2026-klx300
Suzuki,V-Strom 800DE,V-Strom 800DE,V-Strom 800DE / MY2026,2023,,2023-н.в. / MY2026,US,Middle adventure / off-road,776cc 4-stroke liquid-cooled DOHC parallel twin,776,False,83,hp,83,True,78,True,6-speed,CHAIN,21,17,90/90-21M/C,150/70R17 M/C,20.0,False,230,curb,855,MVP_CORE,official_current_us_partial,Ключевая Suzuki adventure-модель; 21/17 и новый 776cc twin.,https://suzukicycles.com/adventure/2026/v-strom-800de
Suzuki,V-Strom 800,V-Strom 800,V-Strom 800 / MY2026,2024,,2024-н.в. / MY2026,US,Middle adventure / road-biased,776cc 4-stroke liquid-cooled DOHC parallel twin,776,False,83,hp,83,True,78,True,6-speed,CHAIN,19,17,110/80R19,150/70R17,20.0,False,223,curb,825,COMMUNITY_SUPPORT,official_current_us_partial,Дорожная версия V-Strom 800: 19/17 против 21/17 у DE.,https://suzukicycles.com/adventure/2026/v-strom-800
Suzuki,V-Strom 1050,V-Strom 1050DE,V-Strom 1050DE / MY2026,2023,,2023-н.в. / MY2026,US,Big adventure / off-road touring,1037cc 4-stroke liquid-cooled DOHC 90-degree V-twin,1037,False,107,hp,107,True,100,True,6-speed,CHAIN,21,17,90/90-21 M/C,150/70R17 M/C,20.0,False,252,curb,880,MVP_CORE,official_current_us_partial,Большой V-Strom с 21/17; важно отделять от дорожного 1050.,https://suzukicycles.com/adventure/2026/v-strom-1050de
Suzuki,V-Strom 1050,V-Strom 1050,V-Strom 1050 / current,2020,,2020-н.в.,US,Big adventure / road touring,1037cc 4-stroke liquid-cooled DOHC 90-degree V-twin,1037,False,107,hp,107,True,100,True,6-speed,CHAIN,19,17,110/80R19,150/70R17,20.0,False,242,curb,855,COMMUNITY_SUPPORT,needs_manual_verification,Дорожный 1050; отдельная конфигурация от DE из-за колес и подвески.,https://suzukicycles.com/adventure/2026/v-strom-1050
Suzuki,GSX-8S,GSX-8S,GSX-8S / MY2026,2023,,2023-н.в. / MY2026,US,Naked / middleweight,776cc 4-stroke liquid-cooled DOHC parallel twin,776,False,83,hp,83,True,78,True,6-speed,CHAIN,17,17,120/70ZR17,180/55ZR17,14.0,False,202,curb,810,COMMUNITY_SUPPORT,official_current_us_partial,Naked на 776cc платформе; не смешивать с GSX-8R из-за пластика/посадки.,https://suzukicycles.com/street/2026/gsx-8s
Suzuki,GSX-8R,GSX-8R,GSX-8R / MY2026,2024,,2024-н.в. / MY2026,US,Sport / middleweight,776cc 4-stroke liquid-cooled DOHC parallel twin,776,False,83,hp,83,True,78,True,6-speed,CHAIN,17,17,120/70ZR17,180/55ZR17,14.0,False,205,curb,810,COMMUNITY_SUPPORT,official_current_us_partial,Спортивная 776cc конфигурация; отличать от GSX-8S по обвесу и эргономике.,https://suzukicycles.com/street/2026/gsx-8r
Suzuki,Hayabusa,Hayabusa,Hayabusa / Gen 3 MY2026,2021,,2021-н.в. / MY2026,US,Sport touring / hypersport,1340cc 4-stroke liquid-cooled DOHC inline-four,1340,False,187,hp,187,True,150,True,6-speed,CHAIN,17,17,120/70ZR17,190/50ZR17,20.0,False,264,curb,800,EARLY_BETA,official_current_us_partial,Флагман Suzuki; отдельные шины/тормоза/цепь для мощного спорт-туринга.,https://suzukicycles.com/sportbike/2026/hayabusa
Suzuki,SV650,SV650 ABS,SV650 / current,2017,,2017-н.в.,US,Naked / middleweight V-twin,645cc 4-stroke liquid-cooled DOHC 90-degree V-twin,645,False,75,hp,75,True,64,True,6-speed,CHAIN,17,17,120/70ZR17,160/60ZR17,14.5,True,199,curb,785,EARLY_BETA,needs_manual_verification,Массовый V-twin Suzuki; важен для вторичного рынка.,https://suzukicycles.com/street/2026/sv650-abs
Suzuki,GSX-S1000GT,GSX-S1000GT+,GSX-S1000GT / current,2022,,2022-н.в.,US,Sport touring,999cc 4-stroke liquid-cooled DOHC inline-four,999,False,150,hp,150,True,106,True,6-speed,CHAIN,17,17,120/70ZR17,190/50ZR17,19.0,True,226,curb,810,EARLY_BETA,needs_manual_verification,Sport-tourer на литровой рядной четверке; для MotoTwin отдельный сегмент.,https://suzukicycles.com/street/2026/gsx-s1000gt-plus
Ducati,Multistrada V4,Multistrada V4,Multistrada V4 / current,2025,,2025-н.в. / current,GLOBAL,Big adventure / sport touring,V4 Granturismo 90-degree V4 liquid-cooled,1158,False,170,hp,170,False,124,False,6-speed,CHAIN,19,17,120/70 R19,170/60 R17,22.0,True,232,without_fuel,840/860,MVP_CORE,official_current_partial,Ключевая Ducati adventure/touring платформа; 19/17 против Pikes Peak 17/17.,https://www.ducati.com/ww/en/bikes/multistrada/multistrada-v4
Ducati,Multistrada V4,Multistrada V4 Rally,Multistrada V4 Rally / current,2023,,2023-н.в. / current,US,Big adventure / long-range touring,V4 Granturismo 90-degree V4 liquid-cooled,1158,False,170,hp,170,False,123.8,False,6-speed,CHAIN,19,17,120/70 R19,170/60 R17,30.0,True,240,without_fuel,870/890,MVP_CORE,official_current_partial,Rally имеет большой бак и другой туристический профиль; не смешивать с базовой V4.,https://www.ducati.com/us/en/bikes/multistrada/multistrada-v4-rally
Ducati,Multistrada V4,Multistrada V4 Pikes Peak,Multistrada V4 Pikes Peak / current,2022,,2022-н.в. / current,US,Sport touring / performance crossover,V4 Granturismo 90-degree V4 liquid-cooled,1158,False,170,hp,170,False,124,False,6-speed,CHAIN,17,17,120/70 ZR17,190/55 ZR17,22.0,True,229,without_fuel,840/860,COMMUNITY_SUPPORT,official_current_partial,Pikes Peak — отдельная 17/17 performance-конфигурация.,https://www.ducati.com/us/en/bikes/multistrada/multistrada-v4-pikes-peak
Ducati,DesertX,DesertX 937,DesertX 937 / current,2022,2025,2022-2025,US,Adventure / off-road,Testastretta 11-degree V-twin liquid-cooled,937,False,110,hp,110,False,92,False,6-speed,CHAIN,21,18,90/90-21,150/70 R18,21.0,True,210,without_fuel,875,MVP_CORE_LEGACY,official_legacy_current_partial,Важная Ducati off-road adventure платформа; 21/18.,https://www.ducati.com/us/en/bikes/desertx/desertx-937/tech-specs
Ducati,DesertX,DesertX Rally,DesertX Rally / current,2024,,2024-н.в. / current,US,Adventure / rally off-road,Testastretta 11-degree V-twin liquid-cooled,937,False,110,hp,110,False,92,False,6-speed,CHAIN,21,18,90/90-21,150/70 R18,21.0,True,211,without_fuel,910,COMMUNITY_SUPPORT,official_current_partial,Rally-версия с другой подвеской и высокой посадкой; отдельная конфигурация.,https://www.ducati.com/us/en/bikes/desertx/desertx-rally
Ducati,DesertX,DesertX V2,DesertX V2 / MY2026,2026,,2026-н.в.,US,Adventure / off-road,890cc Ducati V2 IVT liquid-cooled,890,False,110.3,hp,110.3,False,92,False,6-speed,CHAIN,21,18,90/90-21,150/70 R18,21.0,True,209,without_fuel,880,EARLY_BETA,official_current_partial,Новая 890cc DesertX; не объединять с 937cc поколением.,https://www.ducati.com/us/en/bikes/desertx/desertx-v2
Ducati,Panigale V4,Panigale V4,Panigale V4 / current,2025,,2025-н.в. / current,US,Sport / superbike,Desmosedici Stradale 90-degree V4 liquid-cooled,1103,False,209,hp,209,False,121.3,False,6-speed,CHAIN,17,17,120/70 ZR17,200/60 ZR17,17.0,True,191,without_fuel,850,COMMUNITY_SUPPORT,official_current_partial,Superbike Ducati; отдельные спорт/трек расходники.,https://www.ducati.com/us/en/bikes/panigale/panigale-v4/engine
Ducati,Panigale V4,Panigale V4 S,Panigale V4 S / current,2025,,2025-н.в. / current,US,Sport / superbike premium,Desmosedici Stradale 90-degree V4 liquid-cooled,1103,False,209,hp,209,False,121.3,False,6-speed,CHAIN,17,17,120/70 ZR17,200/60 ZR17,17.0,True,187,without_fuel,850,EARLY_BETA,official_current_partial,S-версия легче; подвеска/колеса/комплектация отличаются.,https://www.ducati.com/us/en/bikes/panigale/panigale-v4/engine
Ducati,Monster,Monster 937,Monster 937 / current,2021,2025,2021-2025,US,Naked / sport,Testastretta 11-degree V2 liquid-cooled,937,False,111,hp,111,False,93,False,6-speed,CHAIN,17,17,120/70 ZR17,180/55 ZR17,14.0,True,179,without_fuel,820,COMMUNITY_SUPPORT,official_current_partial,Массовый naked Ducati; для РФ важен вторичный рынок.,https://www.ducati.com/us/en/bikes/monster/monster-937
Ducati,Monster,Monster V2,Monster V2 / MY2026,2026,,2026-н.в.,US,Naked / sport,890cc Ducati V2 liquid-cooled IVT,890,False,110.7,hp,110.7,False,91.1,False,6-speed,CHAIN,17,17,120/70 ZR17,180/55 ZR17,14.0,True,175,without_fuel,815,EARLY_BETA,official_current_partial,Новое 890cc поколение Monster; не смешивать с 937cc.,https://www.ducati.com/us/en/bikes/monster/monster-v2
Harley-Davidson,Pan America 1250,Pan America 1250 Special,Pan America 1250 Special / MY2026,2021,,2021-н.в. / MY2026,US,Adventure touring,Revolution Max 1250 liquid-cooled 60-degree V-twin,1252,False,150,hp,150,False,127.4,False,6-speed,CHAIN,19,17,120/70R19,170/60R17,21.2,True,262,curb,790/813 laden,MVP_CORE,official_current_us_partial,Единственная массовая Harley adventure-платформа; важно отделять от круизеров по приводу/колесам.,https://www.harley-davidson.com/us/en/motorcycles/pan-america-1250-special.html
Harley-Davidson,Pan America 1250,Pan America 1250 ST,Pan America 1250 ST / MY2026,2025,,2025/2026-н.в.,US,Adventure sport / road-biased,Revolution Max 1250 liquid-cooled 60-degree V-twin,1252,False,150,hp,150,False,127.4,False,6-speed,CHAIN,17,17,120/70ZR17,180/55ZR17,21.2,True,246,curb,775 laden,EARLY_BETA,needs_manual_verification,Дорожная 17/17 версия Pan America; отдельная конфигурация от Special.,https://www.harley-davidson.com/us/en/motorcycles/pan-america-1250-st.html
Harley-Davidson,Sportster S,Sportster S,Sportster S / MY2026,2021,,2021-н.в. / MY2026,US,Sport cruiser,Revolution Max 1250T liquid-cooled 60-degree V-twin,1252,False,121,hp,121,False,125,True,6-speed,BELT,17,16,160/70R17,180/70R16,11.8,True,228,curb,765 laden,COMMUNITY_SUPPORT,official_current_us_partial,Revolution Max sport-cruiser; широкий передний баллон и ременной привод.,https://www.harley-davidson.com/us/en/motorcycles/sportster-s.html
Harley-Davidson,Nightster,Nightster Special,Nightster Special / MY2026,2023,,2023-н.в. / MY2026,US,Sport cruiser / entry Harley,Revolution Max 975T liquid-cooled 60-degree V-twin,975,False,91,hp,91,False,97,True,6-speed,BELT,19,16,100/90-19,150/80B16,11.7,True,219,curb,688 laden,COMMUNITY_SUPPORT,official_current_us_partial,Младший Revolution Max; полезен для современного Harley-сегмента.,https://www.harley-davidson.com/us/en/motorcycles/nightster-special.html
Harley-Davidson,Low Rider,Low Rider S,Low Rider S / MY2026,2022,,2022-н.в. / MY2026,US,Cruiser / performance Softail,Milwaukee-Eight 117 High Output air/oil-cooled V-twin,1923,False,114,hp,114,False,173.5,False,6-speed,BELT,19,16,110/90B19,180/70B16,18.9,True,304,curb,686 laden,COMMUNITY_SUPPORT,official_current_us_partial,"Performance cruiser; ремень, большие V-twin расходники, отдельные шины.",https://www.harley-davidson.com/us/en/motorcycles/low-rider-s.html
Harley-Davidson,Low Rider,Low Rider ST,Low Rider ST / MY2026,2022,,2022-н.в. / MY2026,US,Cruiser / sport touring Softail,Milwaukee-Eight 117 High Output air/oil-cooled V-twin,1923,False,114,hp,114,False,173.5,False,6-speed,BELT,19,16,110/90B19,180/70B16,18.9,True,327,curb,686 laden,EARLY_BETA,needs_manual_verification,ST-версия с обтекателем/кофрами; не смешивать с S.,https://www.harley-davidson.com/us/en/motorcycles/low-rider-st.html
Harley-Davidson,Street Glide,Street Glide,Street Glide / MY2026,2024,,2024-н.в. / MY2026,US,Grand American touring / bagger,Milwaukee-Eight 117 liquid-cooled heads V-twin,1923,False,105,hp,105,False,176.3,False,6-speed,BELT,19,18,130/60B19,180/55B18,22.7,False,368,curb,671 laden,COMMUNITY_SUPPORT,official_current_us,"Touring/bagger; отдельный класс деталей, кофры, обтекатель, аудио.",https://www.harley-davidson.com/us/en/motorcycles/street-glide.html
Harley-Davidson,Road Glide,Road Glide,Road Glide / MY2026,2024,,2024-н.в. / MY2026,US,Grand American touring / sharknose bagger,Milwaukee-Eight 117 liquid-cooled heads V-twin,1923,False,105,hp,105,False,176.3,False,6-speed,BELT,19,18,130/60B19,180/55B18,22.7,True,380,curb,673 laden,COMMUNITY_SUPPORT,needs_manual_verification,"Road Glide близок к Street Glide по базе, но отличается обтекателем/передней частью.",https://www.harley-davidson.com/us/en/motorcycles/road-glide.html
Triumph,Tiger 900,Tiger 900 GT Pro,Tiger 900 GT Pro / current,2024,,2024-н.в. / current,US,Middle adventure / road touring,888cc liquid-cooled inline 3-cylinder,888,False,108,PS,106.5,False,90,False,6-speed,CHAIN,19,17,100/90-19,150/70R17,20.0,True,222,wet,820/840,MVP_CORE,official_current_partial,"Дорожная Tiger 900; 19/17, не смешивать с Rally Pro 21/17.",https://www.triumphmotorcycles.com/motorcycles/adventure/tiger-900/specification
Triumph,Tiger 900,Tiger 900 Rally Pro,Tiger 900 Rally Pro / current,2024,,2024-н.в. / current,US,Middle adventure / off-road,888cc liquid-cooled inline 3-cylinder,888,False,108,PS,106.5,False,90,False,6-speed,CHAIN,21,17,90/90-21,150/70R17,20.0,True,228,wet,860/880,MVP_CORE,official_current_partial,Off-road версия Tiger 900; отдельная подвеска/колеса.,https://www.triumphmotorcycles.com/motorcycles/adventure/tiger-900/specification
Triumph,Tiger 1200,Tiger 1200 GT Pro,Tiger 1200 GT Pro / current,2022,,2022-н.в. / current,US,Big adventure / road touring,1160cc liquid-cooled inline 3-cylinder T-plane,1160,False,150,PS,148,False,130,False,6-speed,SHAFT,19,18,120/70R19,150/70R18,20.0,True,245,wet,850/870,COMMUNITY_SUPPORT,official_current_partial,Крупный Tiger с карданом; отличается от BMW GS по узлам и расходникам.,https://www.triumphmotorcycles.com/motorcycles/adventure/tiger-1200/specification
Triumph,Tiger 1200,Tiger 1200 Rally Explorer,Tiger 1200 Rally Explorer / current,2022,,2022-н.в. / current,US,Big adventure / long-range off-road,1160cc liquid-cooled inline 3-cylinder T-plane,1160,False,150,PS,148,False,130,False,6-speed,SHAFT,21,18,90/90-21,150/70R18,30.0,False,261,wet,875/895,COMMUNITY_SUPPORT,official_current_partial,"Rally Explorer: 21/18, 30 л бак, кардан; отдельная конфигурация.",https://www.triumphmotorcycles.com/motorcycles/adventure/tiger-1200/specification
Triumph,Trident 660,Trident 660,Trident 660 / MY2026,2021,,2021-н.в. / MY2026,EU,Naked / middleweight,660cc liquid-cooled inline 3-cylinder,660,False,95,PS,94,True,68,True,6-speed,CHAIN,17,17,120/70R17,180/55R17,14.0,True,190,wet,805,COMMUNITY_SUPPORT,official_current_partial,Массовая 660-платформа Triumph; для entry/middle naked.,https://www.triumphmotorcycles.com/motorcycles/roadsters/trident-660
